county,years,gang_killings,guns_involved,murders,passion_murder,solved,youth_murder,pop,unsolved_percentage,murder_per_100_thousand,percentage_gang_killings,percentage_passion,percentage_other,year_code,county_code,percentage_solved
San Francisco,2002,6,43,73,6,32,18,783255,56.16438356,9.320080943999999,8.219178082,8.219178082,83.56164384,23,52,43.835616438356155
San Bernardino,2002,28,105,157,29,103,43,1800849,34.39490446,8.71811018,17.8343949,18.47133758,63.69426752,23,53,65.60509554140127
Amador,2002,0,0,0,0,0,0,36535,0.0,0.0,0.0,0.0,0.0,23,54,
Humboldt,2002,0,9,12,8,11,4,128755,8.333333332999999,9.320026407,0.0,66.66666667,33.33333333,23,55,91.66666666666666
Los Angeles,2002,529,976,1207,135,698,489,9722444,42.17067109,12.41457395,43.82767191,11.18475559,44.98757249,23,56,57.82932891466446
Kern,2002,5,31,55,11,44,14,696504,20.0,7.896580637,9.090909091,20.0,70.90909091,23,57,80.0
Santa Clara,2002,6,27,41,18,36,10,1693162,12.19512195,2.421504853,14.63414634,43.90243902,41.46341463,23,58,87.8048780487805
Placer,2003,0,5,10,6,10,2,290655,0.0,3.440505066,0.0,60.0,40.0,24,1,100.0
Modoc,2003,0,0,0,0,0,0,9511,0.0,0.0,0.0,0.0,0.0,24,2,
Sutter,2003,1,2,3,0,3,1,84108,0.0,3.566842631,33.33333333,0.0,66.66666667,24,3,100.0
Colusa,2003,0,0,0,0,0,0,19685,0.0,0.0,0.0,0.0,0.0,24,4,
San Mateo,2003,2,15,21,4,9,7,703062,57.14285714,2.9869342960000003,9.523809523999999,19.04761905,71.42857143,24,5,42.857142857142854
Monterey,2003,12,19,27,6,14,13,411941,48.14814815,6.554336665,44.44444444,22.22222222,33.33333333,24,6,51.851851851851855
Nevada,2003,0,2,2,2,2,0,95974,0.0,2.083897722,0.0,100.0,0.0,24,7,100.0
Mono,2003,0,0,1,1,1,0,13574,0.0,7.367025195,0.0,100.0,0.0,24,8,100.0
San Joaquin,2003,8,37,65,11,51,23,621108,21.53846154,10.4651687,12.30769231,16.92307692,70.76923077,24,9,78.46153846153847
Riverside,2003,7,65,107,18,77,34,1772427,28.03738318,6.036919997,6.542056075,16.82242991,76.63551402,24,10,71.96261682242991
Sacramento,2003,12,56,87,20,64,30,1320963,26.43678161,6.586104229,13.79310345,22.98850575,63.2183908,24,11,73.5632183908046
San Luis Obispo,2003,0,3,8,2,7,1,255609,12.5,3.12978025,0.0,25.0,75.0,24,12,87.5
Siskiyou,2003,0,1,2,0,2,0,44597,0.0,4.484606588,0.0,0.0,100.0,24,13,100.0
Plumas,2003,0,0,2,0,2,0,20747,0.0,9.639947944,0.0,0.0,100.0,24,14,100.0
San Benito,2003,0,1,2,1,2,0,55458,0.0,3.60633272,0.0,50.0,50.0,24,15,100.0
El Dorado,2003,0,3,3,0,3,1,167670,0.0,1.789228842,0.0,0.0,100.0,24,16,100.0
Butte,2003,2,10,12,4,11,4,210623,8.333333332999999,5.697383477000001,16.66666667,33.33333333,50.0,24,17,91.66666666666666
Shasta,2003,0,6,8,1,8,2,171987,0.0,4.651514359,0.0,12.5,87.5,24,18,100.0
Stanislaus,2003,1,21,31,5,26,6,483007,16.12903226,6.418126445,3.225806452,16.12903226,80.64516129,24,19,83.87096774193549
Kings,2003,0,1,5,3,5,2,138772,0.0,3.603032312,0.0,60.0,40.0,24,20,100.0
Sonoma,2003,2,5,13,2,9,4,468257,30.76923077,2.776253211,15.38461538,15.38461538,69.23076923,24,21,69.23076923076923
Glenn,2003,0,0,2,0,2,2,27156,0.0,7.364854912,0.0,0.0,100.0,24,22,100.0
Sierra,2003,0,0,1,1,1,0,3545,0.0,28.20874471,0.0,100.0,0.0,24,23,100.0
Lake,2003,0,1,1,0,1,0,61981,0.0,1.613397654,0.0,0.0,100.0,24,24,100.0
Lassen,2003,0,0,0,0,0,0,34053,0.0,0.0,0.0,0.0,0.0,24,25,
Mariposa,2003,0,0,0,0,0,0,17764,0.0,0.0,0.0,0.0,0.0,24,26,
Solano,2003,3,16,26,5,21,12,408929,19.23076923,6.3580719389999985,11.53846154,19.23076923,69.23076923,24,27,80.76923076923076
Orange,2003,15,49,75,17,52,28,2939719,30.66666667,2.5512642530000003,20.0,22.66666667,57.33333333,24,28,69.33333333333334
Imperial,2003,1,4,12,3,9,2,150909,25.0,7.951812019,8.333333332999999,25.0,66.66666667,24,29,75.0
Contra Costa,2003,16,62,79,17,50,40,989705,36.70886076,7.982176507,20.25316456,21.51898734,58.2278481,24,30,63.291139240506325
Calaveras,2003,0,2,2,0,2,0,43186,0.0,4.631130459,0.0,0.0,100.0,24,31,100.0
Marin,2003,0,0,0,0,0,0,247280,0.0,0.0,0.0,0.0,0.0,24,32,
Santa Cruz,2003,0,5,13,5,8,5,255122,38.46153846,5.09560132,0.0,38.46153846,61.53846154,24,33,61.53846153846154
Inyo,2003,0,2,2,2,2,0,18507,0.0,10.80672178,0.0,100.0,0.0,24,34,100.0
Fresno,2003,13,45,68,13,46,22,845917,32.35294118,8.038613717,19.11764706,19.11764706,61.76470588,24,35,67.64705882352942
San Diego,2003,20,92,143,24,81,49,2943961,43.35664336,4.857401304,13.98601399,16.78321678,69.23076923,24,36,56.64335664335665
Madera,2003,2,5,8,2,4,2,132814,50.0,6.023461382000001,25.0,25.0,50.0,24,37,50.0
Trinity,2003,0,1,1,0,1,0,13388,0.0,7.46937556,0.0,0.0,100.0,24,38,100.0
Mendocino,2003,0,6,10,2,9,0,88017,10.0,11.36144154,0.0,20.0,80.0,24,39,90.0
Napa,2003,0,1,2,0,1,0,129422,50.0,1.545332324,0.0,0.0,100.0,24,40,50.0
Del Norte,2003,0,0,0,0,0,0,27871,0.0,0.0,0.0,0.0,0.0,24,41,
Tulare,2003,9,26,33,10,27,12,390370,18.18181818,8.453518457000001,27.27272727,30.303030300000003,42.42424242,24,42,81.81818181818183
Ventura,2003,11,36,48,3,22,18,789367,54.16666667,6.0808217220000005,22.91666667,6.25,70.83333333,24,43,45.83333333333333
Alpine,2003,0,0,0,0,0,0,1249,0.0,0.0,0.0,0.0,0.0,24,44,
Yolo,2003,1,2,6,1,3,1,182331,50.0,3.290718528,16.66666667,16.66666667,66.66666667,24,45,50.0
Alameda,2003,14,110,146,19,70,43,1467187,52.05479452,9.951015106,9.589041096,13.01369863,77.39726027,24,46,47.94520547945205
Yuba,2003,0,3,5,1,5,3,63962,0.0,7.817141427999999,0.0,20.0,80.0,24,47,100.0
Tuolumne,2003,0,2,4,3,4,0,56442,0.0,7.086921087,0.0,75.0,25.0,24,48,100.0
Tehama,2003,0,1,1,1,1,0,58415,0.0,1.71188907,0.0,100.0,0.0,24,49,100.0
Merced,2003,5,15,19,3,12,6,229182,36.84210526,8.290354391000001,26.31578947,15.78947368,57.89473684,24,50,63.157894736842096
Santa Barbara,2003,1,1,4,2,4,1,409512,0.0,0.976772353,25.0,50.0,25.0,24,51,100.0
San Francisco,2003,18,49,70,9,25,25,781870,64.28571429,8.952894983,25.71428571,12.85714286,61.42857143,24,52,35.714285714285715
San Bernardino,2003,36,138,183,34,122,75,1850075,33.33333333,9.891490886,19.67213115,18.57923497,61.74863388,24,53,66.66666666666666
Amador,2003,0,0,0,0,0,0,36776,0.0,0.0,0.0,0.0,0.0,24,54,
Humboldt,2003,1,5,9,3,6,3,130179,33.33333333,6.913557486,11.11111111,33.33333333,55.55555556,24,55,66.66666666666666
Los Angeles,2003,443,907,1104,113,524,441,9791022,52.53623188,11.27563599,40.12681159,10.23550725,49.63768116,24,56,47.46376811594203
Kern,2003,4,24,48,14,39,13,717797,18.75,6.6871274189999985,8.333333332999999,29.16666667,62.5,24,57,81.25
Santa Clara,2003,7,24,50,19,45,19,1694211,10.0,2.951226264,14.0,38.0,48.0,24,58,90.0
Placer,2004,0,3,5,2,5,0,302815,0.0,1.651173159,0.0,40.0,60.0,25,1,100.0
Modoc,2004,0,0,0,0,0,0,9602,0.0,0.0,0.0,0.0,0.0,25,2,
Sutter,2004,2,3,3,0,0,2,86092,100.0,3.484644334,66.66666667,0.0,33.33333333,25,3,0.0
Colusa,2004,0,0,0,0,0,0,20184,0.0,0.0,0.0,0.0,0.0,25,4,
San Mateo,2004,6,16,28,6,17,12,701401,39.28571429,3.992010277,21.42857143,21.42857143,57.14285714,25,5,60.71428571428571
Monterey,2004,17,29,37,2,15,21,411121,59.45945946,8.999783519,45.94594595,5.405405405,48.64864865,25,6,40.54054054054054
Nevada,2004,0,0,1,0,1,0,97107,0.0,1.029791879,0.0,0.0,100.0,25,7,100.0
Mono,2004,0,0,0,0,0,0,13726,0.0,0.0,0.0,0.0,0.0,25,8,
San Joaquin,2004,9,31,57,8,39,19,638522,31.57894737,8.92686548,15.78947368,14.03508772,70.17543859999999,25,9,68.42105263157895
Riverside,2004,12,69,107,26,77,37,1856879,28.03738318,5.76235716,11.21495327,24.29906542,64.48598131,25,10,71.96261682242991
Sacramento,2004,8,63,103,20,71,36,1342899,31.06796117,7.669973691,7.766990291,19.41747573,72.81553398,25,11,68.93203883495146
San Luis Obispo,2004,0,2,2,1,1,0,258483,50.0,0.773745275,0.0,50.0,50.0,25,12,50.0
Siskiyou,2004,0,1,1,0,1,0,44785,0.0,2.232890477,0.0,0.0,100.0,25,13,100.0
Plumas,2004,0,1,2,1,2,0,20899,0.0,9.569835877000001,0.0,50.0,50.0,25,14,100.0
San Benito,2004,0,0,0,0,0,0,55287,0.0,0.0,0.0,0.0,0.0,25,15,
El Dorado,2004,0,2,3,3,3,0,170304,0.0,1.7615558059999998,0.0,100.0,0.0,25,16,100.0
Butte,2004,2,4,6,3,5,3,212212,16.66666667,2.827361318,33.33333333,50.0,16.66666667,25,17,83.33333333333334
Shasta,2004,0,4,5,2,5,2,173469,0.0,2.882359384,0.0,40.0,60.0,25,18,100.0
Stanislaus,2004,14,33,47,12,44,20,490283,6.382978723,9.586300157,29.78723404,25.53191489,44.68085106,25,19,93.61702127659576
Kings,2004,2,3,7,2,7,2,142617,0.0,4.90825077,28.57142857,28.57142857,42.85714286,25,20,100.0
Sonoma,2004,3,11,19,6,14,7,469933,26.31578947,4.043129553,15.78947368,31.57894737,52.63157895,25,21,73.68421052631578
Glenn,2004,0,0,0,0,0,0,27264,0.0,0.0,0.0,0.0,0.0,25,22,
Sierra,2004,0,0,0,0,0,0,3467,0.0,0.0,0.0,0.0,0.0,25,23,
Lake,2004,0,1,1,1,1,0,62633,0.0,1.59660243,0.0,100.0,0.0,25,24,100.0
Lassen,2004,0,1,1,0,1,0,34574,0.0,2.89234685,0.0,0.0,100.0,25,25,100.0
Mariposa,2004,0,0,1,0,1,0,17872,0.0,5.595344673,0.0,0.0,100.0,25,26,100.0
Solano,2004,1,16,23,5,18,8,411389,21.73913043,5.590815506,4.347826087,21.73913043,73.91304348,25,27,78.26086956521739
Orange,2004,22,55,93,24,66,35,2956482,29.03225806,3.145630516,23.65591398,25.80645161,50.53763441,25,28,70.96774193548387
Imperial,2004,1,2,4,3,4,1,153937,0.0,2.598465606,25.0,75.0,0.0,25,29,100.0
Contra Costa,2004,9,62,77,16,46,35,998201,40.25974026,7.713877265,11.68831169,20.77922078,67.53246753,25,30,59.740259740259745
Calaveras,2004,0,2,3,3,3,0,43924,0.0,6.829979055,0.0,100.0,0.0,25,31,100.0
Marin,2004,0,1,3,1,3,0,246684,0.0,1.216130758,0.0,33.33333333,66.66666667,25,32,100.0
Santa Cruz,2004,0,2,6,0,3,3,254836,50.0,2.354455414,0.0,0.0,100.0,25,33,50.0
Inyo,2004,0,0,0,0,0,0,18559,0.0,0.0,0.0,0.0,0.0,25,34,
Fresno,2004,9,57,77,19,49,23,860226,36.36363636,8.951136097000001,11.68831169,24.67532468,63.63636364,25,35,63.63636363636363
San Diego,2004,28,86,137,18,67,62,2963390,51.09489051,4.623083698,20.4379562,13.13868613,66.42335766,25,36,48.90510948905111
Madera,2004,3,4,7,0,3,5,136488,57.14285714,5.128655998999999,42.85714286,0.0,57.14285714,25,37,42.857142857142854
Trinity,2004,0,1,1,0,0,0,13519,100.0,7.396996819,0.0,0.0,100.0,25,38,0.0
Mendocino,2004,0,4,6,3,4,1,88239,33.33333333,6.799714412,0.0,50.0,50.0,25,39,66.66666666666666
Napa,2004,0,1,3,0,1,0,130204,66.66666667,2.30407668,0.0,0.0,100.0,25,40,33.33333333333333
Del Norte,2004,0,1,1,1,1,0,28187,0.0,3.5477347710000005,0.0,100.0,0.0,25,41,100.0
Tulare,2004,7,24,30,4,25,12,399913,16.66666667,7.501631605,23.33333333,13.33333333,63.33333333,25,42,83.33333333333334
Ventura,2004,6,29,34,1,14,15,795046,58.82352941,4.276482116,17.64705882,2.9411764710000003,79.41176471,25,43,41.17647058823529
Alpine,2004,0,0,0,0,0,0,1266,0.0,0.0,0.0,0.0,0.0,25,44,
Yolo,2004,0,5,8,1,6,1,185707,25.0,4.3078613080000006,0.0,12.5,87.5,25,45,75.0
Alameda,2004,16,92,124,9,66,41,1465540,46.77419355,8.461045076,12.90322581,7.258064516,79.83870968,25,46,53.225806451612904
Yuba,2004,0,4,5,2,4,2,65249,20.0,7.662952689,0.0,40.0,60.0,25,47,80.0
Tuolumne,2004,0,0,2,0,2,0,56369,0.0,3.54804946,0.0,0.0,100.0,25,48,100.0
Tehama,2004,0,1,4,1,2,0,59493,50.0,6.723480072999999,0.0,25.0,75.0,25,49,50.0
Merced,2004,4,15,17,2,12,5,235549,29.41176471,7.217181987999999,23.52941176,11.76470588,64.70588235,25,50,70.58823529411767
Santa Barbara,2004,1,4,8,1,7,2,411190,12.5,1.945572606,12.5,12.5,75.0,25,51,87.5
San Francisco,2004,9,67,92,4,25,35,780699,72.82608696,11.78431124,9.782608696,4.347826087,85.86956522,25,52,27.173913043478255
San Bernardino,2004,29,132,178,35,120,62,1900210,32.58426966,9.36738571,16.29213483,19.66292135,64.04494382,25,53,67.41573033707866
Amador,2004,0,2,2,1,1,1,37147,50.0,5.38401486,0.0,50.0,50.0,25,54,50.0
Humboldt,2004,0,1,5,2,4,0,131243,20.0,3.809726995,0.0,40.0,60.0,25,55,80.0
Los Angeles,2004,430,874,1081,95,551,459,9822508,49.02867715,11.00533591,39.77798335,8.788159112,51.43385754,25,56,50.971322849213706
Kern,2004,5,38,56,11,47,15,740022,16.07142857,7.567342592999999,8.928571429,19.64285714,71.42857143,25,57,83.92857142857143
Santa Clara,2004,6,25,43,10,38,12,1696919,11.62790698,2.534004275,13.95348837,23.25581395,62.79069767,25,58,88.3720930232558
Placer,2005,0,2,5,2,5,1,312630,0.0,1.599334677,0.0,40.0,60.0,26,1,100.0
Modoc,2005,0,0,0,0,0,0,9588,0.0,0.0,0.0,0.0,0.0,26,2,
Sutter,2005,0,2,3,0,2,3,88106,33.33333333,3.404989445,0.0,0.0,100.0,26,3,66.66666666666666
Colusa,2005,0,0,0,0,0,0,20565,0.0,0.0,0.0,0.0,0.0,26,4,
San Mateo,2005,7,27,33,10,18,12,699277,45.45454545,4.719159932,21.21212121,30.303030300000003,48.48484848,26,5,54.54545454545454
Monterey,2005,5,9,15,1,5,5,407974,66.66666667,3.676704888,33.33333333,6.666666667,60.0,26,6,33.33333333333333
Nevada,2005,0,2,2,2,2,0,97802,0.0,2.044947956,0.0,100.0,0.0,26,7,100.0
Mono,2005,0,0,0,0,0,0,13799,0.0,0.0,0.0,0.0,0.0,26,8,
San Joaquin,2005,9,43,61,8,38,23,651625,37.70491803,9.361212354,14.75409836,13.1147541,72.13114754,26,9,62.295081967213115
Riverside,2005,10,100,128,22,92,41,1934723,28.125,6.615934167000001,7.8125,17.1875,75.0,26,10,71.875
Sacramento,2005,9,75,114,29,84,41,1358168,26.31578947,8.393659695,7.894736842,25.43859649,66.66666667,26,11,73.68421052631578
San Luis Obispo,2005,0,0,4,1,3,0,259943,25.0,1.538798891,0.0,25.0,75.0,26,12,75.0
Siskiyou,2005,0,3,5,0,4,1,44945,20.0,11.12470798,0.0,0.0,100.0,26,13,80.0
Plumas,2005,0,0,0,0,0,0,20859,0.0,0.0,0.0,0.0,0.0,26,14,
San Benito,2005,0,0,1,0,1,1,55153,0.0,1.813137998,0.0,0.0,100.0,26,15,100.0
El Dorado,2005,0,4,5,3,3,1,173181,40.0,2.887152748,0.0,60.0,40.0,26,16,60.0
Butte,2005,0,7,12,3,10,6,213698,16.66666667,5.615401174,0.0,25.0,75.0,26,17,83.33333333333334
Shasta,2005,0,0,4,1,4,1,174254,0.0,2.295499673,0.0,25.0,75.0,26,18,100.0
Stanislaus,2005,7,22,33,4,23,15,498020,30.303030300000003,6.62623991,21.21212121,12.12121212,66.66666667,26,19,69.6969696969697
Kings,2005,0,2,4,1,4,1,144601,0.0,2.766232599,0.0,25.0,75.0,26,20,100.0
Sonoma,2005,0,6,8,2,7,2,469524,12.5,1.703853264,0.0,25.0,75.0,26,21,87.5
Glenn,2005,0,0,0,0,0,0,27525,0.0,0.0,0.0,0.0,0.0,26,22,
Sierra,2005,0,0,0,0,0,0,3430,0.0,0.0,0.0,0.0,0.0,26,23,
Lake,2005,0,2,4,2,4,2,63107,0.0,6.33844106,0.0,50.0,50.0,26,24,100.0
Lassen,2005,0,2,3,2,3,0,34528,0.0,8.688600556,0.0,66.66666667,33.33333333,26,25,100.0
Mariposa,2005,0,0,0,0,0,0,18057,0.0,0.0,0.0,0.0,0.0,26,26,
Solano,2005,3,20,31,6,21,12,410570,32.25806452,7.550478602999999,9.677419355,19.35483871,70.96774194,26,27,67.74193548387096
Orange,2005,18,56,84,18,60,28,2957151,28.57142857,2.840571888,21.42857143,21.42857143,57.14285714,26,28,71.42857142857143
Imperial,2005,0,0,0,0,0,0,157657,0.0,0.0,0.0,0.0,0.0,26,29,
Contra Costa,2005,7,69,82,5,42,34,1004230,48.7804878,8.165460104,8.536585366,6.0975609760000005,85.36585366,26,30,51.21951219512196
Calaveras,2005,0,2,2,1,2,1,44773,0.0,4.466977866000001,0.0,50.0,50.0,26,31,100.0
Marin,2005,0,1,3,1,3,0,246686,0.0,1.216120899,0.0,33.33333333,66.66666667,26,32,100.0
Santa Cruz,2005,2,3,6,2,6,1,254725,0.0,2.355481402,33.33333333,33.33333333,33.33333333,26,33,100.0
Inyo,2005,0,1,1,0,1,0,18463,0.0,5.416237881,0.0,0.0,100.0,26,34,100.0
Fresno,2005,13,58,84,8,43,34,871910,48.80952381,9.63402186,15.47619048,9.523809523999999,75.0,26,35,51.19047619047619
San Diego,2005,13,70,109,15,66,38,2970135,39.44954128,3.669866858,11.9266055,13.76146789,74.31192661,26,36,60.55045871559634
Madera,2005,4,8,10,2,6,4,139868,40.0,7.149598192999999,40.0,20.0,40.0,26,37,60.0
Trinity,2005,0,0,1,0,1,0,13789,0.0,7.252157517,0.0,0.0,100.0,26,38,100.0
Mendocino,2005,0,2,4,2,3,2,88016,25.0,4.544628249,0.0,50.0,50.0,26,39,75.0
Napa,2005,0,2,2,1,2,0,130740,0.0,1.52975371,0.0,50.0,50.0,26,40,100.0
Del Norte,2005,0,0,1,0,1,1,28315,0.0,3.53169698,0.0,0.0,100.0,26,41,100.0
Tulare,2005,5,50,58,11,35,25,408403,39.65517241,14.20165866,8.620689655,18.96551724,72.41379309999998,26,42,60.3448275862069
Ventura,2005,2,25,34,5,22,10,796867,35.29411765,4.266709501,5.8823529410000015,14.70588235,79.41176471,26,43,64.70588235294117
Alpine,2005,0,0,0,0,0,0,1208,0.0,0.0,0.0,0.0,0.0,26,44,
Yolo,2005,0,1,4,2,4,1,187354,0.0,2.134995783,0.0,50.0,50.0,26,45,100.0
Alameda,2005,14,105,132,6,71,49,1459882,46.21212121,9.041826667999999,10.60606061,4.545454545,84.84848485,26,46,53.78787878787878
Yuba,2005,2,7,8,1,5,6,67712,37.5,11.8147448,25.0,12.5,62.5,26,47,62.5
Tuolumne,2005,0,0,3,1,3,0,56452,0.0,5.314249274,0.0,33.33333333,66.66666667,26,48,100.0
Tehama,2005,0,2,3,2,3,1,60461,0.0,4.9618762510000005,0.0,66.66666667,33.33333333,26,49,100.0
Merced,2005,9,15,24,4,16,9,240600,33.33333333,9.975062344,37.5,16.66666667,45.83333333,26,50,66.66666666666666
Santa Barbara,2005,0,6,10,4,10,1,411683,0.0,2.429053422,0.0,40.0,60.0,26,51,100.0
San Francisco,2005,7,78,96,5,41,36,779655,57.29166667,12.3131385,7.291666667,5.208333333,87.5,26,52,42.70833333333333
San Bernardino,2005,24,133,188,28,126,67,1942734,32.9787234,9.677083945,12.76595745,14.89361702,72.34042553,26,53,67.02127659574468
Amador,2005,0,0,0,0,0,0,37722,0.0,0.0,0.0,0.0,0.0,26,54,
Humboldt,2005,0,3,4,1,4,1,131689,0.0,3.037459469,0.0,25.0,75.0,26,55,100.0
Los Angeles,2005,386,883,1099,103,562,447,9809557,48.86260237,11.20336015,35.12283894,9.372156506,55.50500455,26,56,51.13739763421293
Kern,2005,5,51,74,12,49,25,761972,33.78378378,9.711642948,6.756756757000001,16.21621622,77.02702703,26,57,66.21621621621621
Santa Clara,2005,7,26,50,13,48,18,1699521,4.0,2.942005424,14.0,26.0,60.0,26,58,96.0
Placer,2006,0,1,6,3,6,0,322270,0.0,1.861792907,0.0,50.0,50.0,27,1,100.0
Modoc,2006,0,0,0,0,0,0,9639,0.0,0.0,0.0,0.0,0.0,27,2,
Sutter,2006,0,5,5,0,3,3,90628,40.0,5.517058746,0.0,0.0,100.0,27,3,60.0
Colusa,2006,0,0,0,0,0,0,20893,0.0,0.0,0.0,0.0,0.0,27,4,
San Mateo,2006,1,17,23,4,15,7,699398,34.782608700000004,3.288542432,4.347826087,17.39130435,78.26086957,27,5,65.21739130434783
Monterey,2006,7,12,17,3,11,8,405877,35.29411765,4.1884610360000005,41.17647059,17.64705882,41.17647059,27,6,64.70588235294117
Nevada,2006,0,2,2,1,2,0,98334,0.0,2.033884516,0.0,50.0,50.0,27,7,100.0
Mono,2006,0,0,0,0,0,0,14151,0.0,0.0,0.0,0.0,0.0,27,8,
San Joaquin,2006,8,36,61,9,40,28,660885,34.42622951,9.230047588,13.1147541,14.75409836,72.13114754,27,9,65.57377049180327
Riverside,2006,14,94,129,25,89,48,2017350,31.00775194,6.394527473999998,10.85271318,19.37984496,69.76744186,27,10,68.99224806201549
Sacramento,2006,15,78,110,16,71,42,1372275,35.45454545,8.015886028999999,13.63636364,14.54545455,71.81818182,27,11,64.54545454545455
San Luis Obispo,2006,0,6,7,3,6,3,261803,14.28571429,2.673766152,0.0,42.85714286,57.14285714,27,12,85.71428571428571
Siskiyou,2006,0,0,0,0,0,0,44891,0.0,0.0,0.0,0.0,0.0,27,13,
Plumas,2006,0,0,0,0,0,0,20710,0.0,0.0,0.0,0.0,0.0,27,14,
San Benito,2006,1,0,2,1,2,1,54895,0.0,3.643319064,50.0,50.0,0.0,27,15,100.0
El Dorado,2006,0,3,6,3,6,0,175258,0.0,3.4235241760000004,0.0,50.0,50.0,27,16,100.0
Butte,2006,1,11,14,2,13,6,215684,7.142857143,6.490977541,7.142857143,14.28571429,78.57142857,27,17,92.85714285714286
Shasta,2006,0,4,9,6,9,1,175238,0.0,5.135872356,0.0,66.66666667,33.33333333,27,18,100.0
Stanislaus,2006,3,20,30,6,23,8,503548,23.33333333,5.957723991,10.0,20.0,70.0,27,19,76.66666666666667
Kings,2006,0,3,4,1,4,1,147496,0.0,2.7119379510000003,0.0,25.0,75.0,27,20,100.0
Sonoma,2006,2,9,13,1,8,3,469967,38.46153846,2.7661516660000003,15.38461538,7.692307692000001,76.92307692,27,21,61.53846153846154
Glenn,2006,0,1,1,0,0,0,27731,100.0,3.606072626,0.0,0.0,100.0,27,22,0.0
Sierra,2006,0,0,0,0,0,0,3424,0.0,0.0,0.0,0.0,0.0,27,23,
Lake,2006,0,3,7,4,7,0,63792,0.0,10.97316278,0.0,57.14285714,42.85714286,27,24,100.0
Lassen,2006,0,0,1,0,1,0,35011,0.0,2.85624518,0.0,0.0,100.0,27,25,100.0
Mariposa,2006,0,1,1,0,1,0,18244,0.0,5.481254111,0.0,0.0,100.0,27,26,100.0
Solano,2006,2,10,15,2,13,6,411351,13.33333333,3.646520854,13.33333333,13.33333333,73.33333333,27,27,86.66666666666669
Orange,2006,29,54,86,12,56,36,2955433,34.88372093,2.909895098,33.72093023,13.95348837,52.3255814,27,28,65.11627906976744
Imperial,2006,0,3,3,2,3,1,162532,0.0,1.845790367,0.0,66.66666667,33.33333333,27,29,100.0
Contra Costa,2006,6,72,98,21,61,28,1010104,37.75510204,9.701971282,6.12244898,21.42857143,72.44897959,27,30,62.24489795918368
Calaveras,2006,0,2,2,1,2,0,45316,0.0,4.413452202,0.0,50.0,50.0,27,31,100.0
Marin,2006,0,2,3,1,2,1,247247,33.33333333,1.213361537,0.0,33.33333333,66.66666667,27,32,66.66666666666666
Santa Cruz,2006,2,6,16,2,13,2,255486,18.75,6.262574075,12.5,12.5,75.0,27,33,81.25
Inyo,2006,0,0,0,0,0,0,18421,0.0,0.0,0.0,0.0,0.0,27,34,
Fresno,2006,16,54,78,10,43,32,886376,44.87179487,8.799877253,20.51282051,12.82051282,66.66666667,27,35,55.12820512820514
San Diego,2006,16,83,138,26,90,58,2982816,34.782608700000004,4.626500595,11.5942029,18.84057971,69.56521739,27,36,65.21739130434783
Madera,2006,1,2,3,0,2,2,143528,33.33333333,2.0901844940000003,33.33333333,0.0,66.66666667,27,37,66.66666666666666
Trinity,2006,0,0,0,0,0,0,13823,0.0,0.0,0.0,0.0,0.0,27,38,
Mendocino,2006,0,3,6,2,5,2,87584,16.66666667,6.850566313,0.0,33.33333333,66.66666667,27,39,83.33333333333334
Napa,2006,0,2,2,2,2,1,131920,0.0,1.516070346,0.0,100.0,0.0,27,40,100.0
Del Norte,2006,0,0,0,0,0,0,28276,0.0,0.0,0.0,0.0,0.0,27,41,
Tulare,2006,16,35,50,3,33,21,416092,34.0,12.01657326,32.0,6.0,62.0,27,42,66.0
Ventura,2006,9,22,32,3,16,12,801225,50.0,3.993884365,28.125,9.375,62.5,27,43,50.0
Alpine,2006,0,0,0,0,0,0,1255,0.0,0.0,0.0,0.0,0.0,27,44,
Yolo,2006,1,3,4,1,2,1,190809,50.0,2.096337175,25.0,25.0,50.0,27,45,50.0
Alameda,2006,20,155,178,14,67,77,1464839,62.35955056,12.15150607,11.23595506,7.865168539,80.8988764,27,46,37.640449438202246
Yuba,2006,0,1,3,1,1,2,69218,66.66666667,4.33413274,0.0,33.33333333,66.66666667,27,47,33.33333333333333
Tuolumne,2006,0,0,0,0,0,0,56558,0.0,0.0,0.0,0.0,0.0,27,48,
Tehama,2006,1,5,6,1,6,2,61542,0.0,9.749439407,16.66666667,16.66666667,66.66666667,27,49,100.0
Merced,2006,6,18,24,6,19,11,245555,20.83333333,9.773777769,25.0,25.0,50.0,27,50,79.16666666666666
Santa Barbara,2006,0,12,14,1,12,1,412853,14.28571429,3.3910374880000003,0.0,7.142857143,92.85714286,27,51,85.71428571428571
San Francisco,2006,13,71,90,2,27,29,782928,70.0,11.49530991,14.44444444,2.222222222,83.33333333,27,52,30.0
San Bernardino,2006,24,125,178,42,132,68,1976767,25.84269663,9.004601959,13.48314607,23.59550562,62.92134831,27,53,74.15730337078651
Amador,2006,0,1,2,1,2,0,37964,0.0,5.268148773,0.0,50.0,50.0,27,54,100.0
Humboldt,2006,0,4,9,1,7,2,132226,22.22222222,6.806528217,0.0,11.11111111,88.88888889,27,55,77.7777777777778
Los Angeles,2006,408,855,1054,81,538,470,9787327,48.95635674,10.76902815,38.70967742,7.685009487999999,53.60531309,27,56,51.043643263757104
Kern,2006,13,49,67,11,38,25,786220,43.28358209,8.521787795,19.40298507,16.41791045,64.17910448,27,57,56.71641791044776
